dataset,project,package,complextype,method,smell,severity,multiclass,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,isStatic_method,AMWNAMM_type,AMW_type,ATFD_type,CBO_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_project,LOC_type,NIM_type,NMO_type,NOAM_type,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_package,NOI_project,NOMNAMM_package,NOMNAMM_project,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,isStatic_type,modifier_type,num_final_attributes,num_final_not_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_static_attributes,num_static_not_final_attributes,number_abstract_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,number_final_not_static_methods,number_final_static_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_not_final_static_methods,number_package_visibility_attributes,number_package_visibility_methods,number_private_visibility_attributes,number_private_visibility_methods,number_protected_visibility_attributes,number_protected_visibility_methods,number_public_visibility_methods,number_standard_design_methods,number_static_methods,visibility_type
god-class,oscache-2.4.1,com.opensymphony.oscache.base.algorithm,AbstractConcurrentReadCache,,1.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.314814815,3.873015873,3,3,11,2,5,0.95371669,1910,2259,11929,2005,0,0,9,23,11,66,7,3,3,0,10,101,479,54,113,629,63,2,13,77,0.383503401,233,244,0,0,abstract,9,3,6,14,6,0,4,0,4,4,4,0,55,58,1,0,0,4,10,17,19,34,50,1,public
god-class_dataclass,oscache-2.4.1,com.opensymphony.oscache.base.events,CacheEntryEventType,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,38,509,11929,38,0,0,0,6,11,66,0,0,0,4,10,31,479,1,45,629,1,6,13,1,1,1,1,0,0,final,6,0,6,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,public
god-class_dataclass,oscache-2.4.1,com.opensymphony.oscache.extra,CacheEntryEventListenerImpl,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,4,0,1,0,0.866666667,105,659,11929,175,0,1,7,7,4,66,0,0,1,0,10,32,479,9,53,629,16,0,13,16,0.2,9,16,0.5625,0,other,0,0,0,7,0,0,0,0,1,0,0,0,16,16,0,0,0,7,0,0,0,16,8,0,public
long-method,oscache-2.4.1,com.opensymphony.oscache.plugins.clustersupport,com.opensymphony.oscache.plugins.clustersupport.JMSBroadcastingListener$1,onMessage(Message),0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,32.0,6.0,0.0,4.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,2.0,3.0,1.0,1.0,1.0,0.0,34.0,713.0,11929.0,34.0,0.0,0.0,0.0,0.0,7.0,66.0,0.0,0.0,1.0,0.0,10.0,34.0,479.0,1.0,36.0,629.0,1.0,0.0,13.0,2.0,1.0,6.0,6.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,package
god-class_dataclass,oscache-2.4.1,com.opensymphony.oscache.plugins.clustersupport,com.opensymphony.oscache.plugins.clustersupport.JMSBroadcastingListener$1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,2,3,1,1,1,0,34,713,11929,34,0,0,0,0,7,66,0,0,1,0,10,34,479,1,36,629,1,0,13,2,1,6,6,0,0,other,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,1,1,0,package
data-class,oscache-2.4.1,com.opensymphony.oscache.plugins.clustersupport,JavaGroupsBroadcastingListener,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.571428571,2.571428571,0,10,4,2,3,0.854166667,167,713,11929,167,14,1,0,8,7,66,0,0,1,0,10,34,479,7,36,629,7,0,13,36,0.714285714,18,18,1,0,other,7,0,7,1,7,0,0,0,0,0,0,0,7,7,0,0,0,8,0,0,1,6,7,0,public
long-method,oscache-2.4.1,com.opensymphony.oscache.plugins.clustersupport,JMSBroadcastingListener,finialize(),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,10.0,4.0,2.0,4.0,0.6,166.0,713.0,11929.0,166.0,14.0,1.0,0.0,5.0,7.0,66.0,1.0,0.0,0.0,0.0,10.0,34.0,479.0,4.0,36.0,629.0,4.0,0.0,13.0,34.0,0.5,10.0,10.0,1.0,0.0,other,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,4.0,0.0,public
long-method,oscache-2.4.1,com.opensymphony.oscache.plugins.clustersupport,JMSBroadcastingListener,getInitialContext(),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,10.0,4.0,2.0,4.0,0.6,166.0,713.0,11929.0,166.0,14.0,1.0,0.0,5.0,7.0,66.0,1.0,0.0,0.0,0.0,10.0,34.0,479.0,4.0,36.0,629.0,4.0,0.0,13.0,34.0,0.5,10.0,10.0,1.0,0.0,other,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,4.0,0.0,public
long-method,oscache-2.4.1,com.opensymphony.oscache.plugins.clustersupport,JMSBroadcastingListener,initialize(CacheConfig),0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,79.0,3.0,0.0,10.0,0.0,15.0,1.0,4.0,4.0,5.0,1.0,4.0,0.0,1.0,0.0,2.5,2.5,0.0,10.0,4.0,2.0,4.0,0.6,166.0,713.0,11929.0,166.0,14.0,1.0,0.0,5.0,7.0,66.0,1.0,0.0,0.0,0.0,10.0,34.0,479.0,4.0,36.0,629.0,4.0,0.0,13.0,34.0,0.5,10.0,10.0,1.0,0.0,other,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,4.0,0.0,public
long-method,oscache-2.4.1,com.opensymphony.oscache.plugins.clustersupport,JMSBroadcastingListener,sendNotification(ClusterNotification),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,12.0,2.0,0.0,3.0,0.0,7.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,10.0,4.0,2.0,4.0,0.6,166.0,713.0,11929.0,166.0,14.0,1.0,0.0,5.0,7.0,66.0,1.0,0.0,0.0,0.0,10.0,34.0,479.0,4.0,36.0,629.0,4.0,0.0,13.0,34.0,0.5,10.0,10.0,1.0,0.0,other,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,4.0,0.0,public
god-class_dataclass,oscache-2.4.1,com.opensymphony.oscache.plugins.clustersupport,JMSBroadcastingListener,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0,10,4,2,4,0.6,166,713,11929,166,14,1,0,5,7,66,1,0,0,0,10,34,479,4,36,629,4,0,13,34,0.5,10,10,1,0,other,1,0,1,4,1,0,0,0,0,0,0,0,4,4,0,0,0,5,0,0,2,2,4,0,public
long-method,picocontainer-2.10.2,org.picocontainer.security,CustomPermissionsURLClassLoader,CustomPermissionsURLClassLoader(URL[]MapClassLoader),0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333300,1.8333333333333300,0.0,0.0,1.0,4.0,1.0,1.0,59.0,59.0,12103.0,59.0,45.0,1.0,0.0,1.0,2.0,208.0,1.0,0.0,0.0,0.0,29.0,7.0,1252.0,6.0,7.0,1302.0,6.0,0.0,15.0,7.0,0.0,11.0,11.0,1.0,0.0,other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,public
long-method,picocontainer-2.10.2,org.picocontainer.security,CustomPermissionsURLClassLoader,decorateException(StringClassNotFoundException),0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,19.0,3.0,0.0,5.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.8333333333333300,1.8333333333333300,0.0,0.0,1.0,4.0,1.0,1.0,59.0,59.0,12103.0,59.0,45.0,1.0,0.0,1.0,2.0,208.0,1.0,0.0,0.0,0.0,29.0,7.0,1252.0,6.0,7.0,1302.0,6.0,0.0,15.0,7.0,0.0,11.0,11.0,1.0,0.0,other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,public
long-method,picocontainer-2.10.2,org.picocontainer.security,CustomPermissionsURLClassLoader,findClass(String),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8333333333333300,1.8333333333333300,0.0,0.0,1.0,4.0,1.0,1.0,59.0,59.0,12103.0,59.0,45.0,1.0,0.0,1.0,2.0,208.0,1.0,0.0,0.0,0.0,29.0,7.0,1252.0,6.0,7.0,1302.0,6.0,0.0,15.0,7.0,0.0,11.0,11.0,1.0,0.0,other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,public
feature-envy,picocontainer-2.10.2,org.picocontainer.security,CustomPermissionsURLClassLoader,loadClass(String),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8333333333333300,1.8333333333333300,0.0,0.0,1.0,4.0,1.0,1.0,59.0,59.0,12103.0,59.0,45.0,1.0,0.0,1.0,2.0,208.0,1.0,0.0,0.0,0.0,29.0,7.0,1252.0,6.0,7.0,1302.0,6.0,0.0,15.0,7.0,0.0,11.0,11.0,1.0,0.0,other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,public
god-class_dataclass,picocontainer-2.10.2,org.picocontainer.security,CustomPermissionsURLClassLoader,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.833333333,1.833333333,0,0,1,4,1,1,59,59,12103,59,45,1,0,1,2,208,1,0,0,0,29,7,1252,6,7,1302,6,0,15,7,0,11,11,1,0,other,1,1,0,0,0,0,0,0,1,0,0,0,6,6,0,0,0,1,1,0,1,4,5,0,public
god-class_dataclass,picocontainer-2.10.2,org.picocontainer.security,org.picocontainer.security.CustomPermissionsURLClassLoader$1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,5,59,12103,5,0,0,0,0,2,208,0,0,1,0,29,7,1252,1,7,1302,1,0,15,1,1,1,1,0,0,other,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,1,1,0,package
god-class_dataclass,pmd-4.2.5,net.sourceforge.pmd.dcd.asm,PrintVisitor,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166666667,1.166666667,0,0,0,1,0,0.9,33,293,71486,33,0,0,0,2,2,862,0,3,0,0,52,28,5541,6,31,5959,6,0,88,6,1,7,7,1,0,other,2,1,1,0,1,0,0,0,3,0,0,0,6,6,0,0,0,2,1,0,2,3,3,0,public
data-class,pmd-4.2.5,net.sourceforge.pmd.stat,Metric,,1.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,12,224,71486,47,0,0,7,7,3,862,0,0,0,0,52,11,5541,1,24,5959,8,0,88,8,0,1,8,125,0,other,0,0,0,7,0,0,0,0,1,0,0,0,8,8,0,0,0,7,0,0,0,8,0,0,public
feature-envy,pmd-4.2.5,net.sourceforge.pmd.util,Benchmark,main(String[]),1.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,4.0,51.0,12.0,0.0,14.0,0.0,22.0,0.0,7.0,10.0,0.0,4.0,11.0,0.0,0.6363636363636364,1.0,5.555555555555550,5.555555555555550,10.0,18.0,28.0,1.0,20.0,1.0,312.0,1295.0,71486.0,312.0,0.0,0.0,0.0,17.0,16.0,862.0,2.0,0.0,0.0,3.0,52.0,74.0,5541.0,9.0,78.0,5959.0,9.0,11.0,88.0,45.0,0.6,50.0,50.0,0.3125,0.0,other,17.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,6.0,4.0,0.0,0.0,5.0,9.0,9.0,public
data-class,pmd-4.2.5,net.sourceforge.pmd.util,Benchmark.BenchmarkResult,,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1125,0,0,0,1,0,0.857142857,20,1295,71486,40,0,0,4,4,16,862,0,0,1,3,52,74,5541,4,78,5959,8,0,88,8,0.333333333,5,9,0.5,1,final,2,2,0,2,0,0,0,0,2,0,0,0,8,8,0,0,0,4,0,0,0,8,2,0,private
data-class,pmd-4.2.5,net.sourceforge.pmd.util.viewer.model,ViewerModelEvent,,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,41,366,71486,56,0,0,3,7,5,862,0,0,0,1,52,32,5541,2,40,5959,5,4,88,5,0,2,5,0.222222222,0,other,4,0,4,3,4,0,0,0,2,0,0,0,5,5,0,0,0,3,0,0,0,5,0,0,public
long-method,pmd-4.2.5,test.net.sourceforge.pmd.rules.basic,BasicRulesTest,setUp(),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,14.0,1.0,3.0,1.0,0.0,44.0,75.0,71486.0,44.0,13.0,0.0,0.0,0.0,2.0,862.0,0.0,0.0,0.0,0.0,52.0,6.0,5541.0,2.0,6.0,5959.0,2.0,0.0,88.0,47.0,0.0,2.0,2.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,public
feature-long,poi-3.6,org.apache.poi.hslf.examples,DataExtraction,main(String[]),1.0,2.0,5.0,1.0,0.0,7.0,2.0,0.0,6.0,108.0,19.0,0.0,22.0,0.0,29.0,0.0,10.0,20.0,0.0,1.0,22.0,0.0,0.45454545454545453,1.0,10.0,10.0,7.0,13.0,20.0,1.0,10.0,0.0,115.0,989.0,299402.0,115.0,0.0,0.0,0.0,0.0,10.0,2330.0,0.0,0.0,0.0,0.0,131.0,25.0,13899.0,2.0,25.0,19618.0,2.0,0.0,133.0,24.0,1.0,20.0,20.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,public
long-method,poi-3.6,org.apache.poi.hslf.exceptions,CorruptPowerPointFileException,CorruptPowerPointFileException(String),0.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,43.0,299402.0,7.0,15.0,0.0,0.0,0.0,5.0,2330.0,0.0,0.0,0.0,0.0,131.0,8.0,13899.0,1.0,8.0,19618.0,1.0,0.0,133.0,1.0,1.0,1.0,1.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,public
god-class_dataclass,poi-3.6,org.apache.poi.hslf.exceptions,CorruptPowerPointFileException,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,5,0,0,7,43,299402,7,15,0,0,0,5,2330,0,0,0,0,131,8,13899,1,8,19618,1,0,133,1,1,1,1,1,0,final,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,public
long-method,poi-3.6,org.apache.poi.hslf.exceptions,HSLFException,HSLFException(),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,18.0,43.0,299402.0,18.0,15.0,0.0,0.0,0.0,5.0,2330.0,0.0,0.0,0.0,0.0,131.0,8.0,13899.0,4.0,8.0,19618.0,4.0,0.0,133.0,4.0,1.0,4.0,4.0,1.0,0.0,final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,public
god-class_dataclass,poi-3.6,org.apache.poi.hslf.exceptions,HSLFException,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,4,0,0,18,43,299402,18,15,0,0,0,5,2330,0,0,0,0,131,8,13899,4,8,19618,4,0,133,4,1,4,4,1,0,final,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,public
god-class,poi-3.6,org.apache.poi.hslf.usermodel,SlideShow,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.461538462,3.647058824,86,58,57,1,50,0.903581267,972,4370,299402,1042,0,0,8,11,18,2330,0,0,0,0,131,159,13899,26,209,19618,34,0,133,169,0.48,116,124,0.75,0,final,0,0,0,11,0,0,0,0,3,0,0,0,34,34,0,0,0,11,5,0,1,28,23,0,public
feature-envy,poi-3.6,org.apache.poi.hssf.eventusermodel.examples,XLS2CSVmra,processRecord(Record),1.0,3.0,3.0,1.0,0.0,28.0,14.0,0.0,4.0,176.0,32.0,0.0,16.0,0.0,59.0,0.3488372093023256,16.0,9.0,15.0,0.0,24.0,0.0,0.6666666666666666,0.0,7.8,7.8,28.0,25.0,17.0,1.0,20.0,0.953125,272.0,272.0,299402.0,272.0,0.0,0.0,0.0,16.0,1.0,2330.0,0.0,0.0,1.0,0.0,131.0,5.0,13899.0,5.0,5.0,19618.0,5.0,0.0,133.0,37.0,1.0,39.0,39.0,1.0,0.0,other,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,5.0,3.0,1.0,public
god-class,pooka-3.0-080505,net.suberic.pooka,FolderInfo,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.833333333,3.175324675,20,30,80,1,36,0.984424976,2378,16063,68127,2792,0,0,46,47,89,813,13,4,5,6,36,749,3762,108,950,4551,154,8,28,248,0.272108844,414,489,0.620437956,0,other,0,0,0,38,9,9,0,0,3,0,0,0,154,153,1,2,2,20,3,17,20,129,105,1,public
god-class,pooka-3.0-080505,net.suberic.pooka,StoreInfo,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.243243243,3.890909091,19,20,51,1,21,0.964444444,1179,16063,68127,1299,0,0,18,25,89,813,3,0,3,6,36,749,3762,37,950,4551,55,0,28,120,0.43962585,194,214,0.627906977,0,other,0,0,0,25,0,0,0,0,1,0,0,0,55,55,0,2,7,23,5,0,0,43,36,0,public
long-method,pooka-3.0-080505,net.suberic.pooka.cache,CachingFolderInfo,loadFolder(boolean),1.0,2.0,5.0,1.0,0.0,8.0,2.0,0.0,10.0,121.0,33.0,2.0,9.0,2.0,30.0,0.9444444444444444,5.0,7.0,17.0,1.0,16.0,2.0,0.3125,0.0,6225,5.953488372093020,34.0,38.0,89.0,3.0,21.0,0.9444444444444444,1348.0,3417.0,68127.0,1400.0,123.0,34.0,3.0,3.0,14.0,813.0,1.0,0.0,0.0,1.0,36.0,161.0,3762.0,40.0,181.0,4551.0,43.0,0.0,28.0,302.0,0.3402439024390244,249.0,256.0,0.9090909090909091,0.0,other,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,43.0,43.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,33.0,38.0,0.0,public
god-class,pooka-3.0-080505,net.suberic.pooka.cache,CachingFolderInfo,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6225,5.953488372,34,38,89,3,21,0.944444444,1348,3417,68127,1400,123,34,3,3,14,813,1,0,0,1,36,161,3762,40,181,4551,43,0,28,302,0.340243902,249,256,0.909090909,0,other,0,0,0,2,1,1,0,0,2,0,0,0,43,43,0,1,0,1,0,1,10,33,38,0,public
data-class,pooka-3.0-080505,net.suberic.pooka.event,MessageLoadedEvent,,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1,14,44,68127,34,0,0,4,7,2,813,0,0,0,1,36,3,3762,1,7,4551,5,3,28,5,0,1,5,125,0,other,0,0,0,4,3,3,0,0,1,0,0,0,5,5,0,4,0,0,0,0,0,5,0,0,public
data-class,pooka-3.0-080505,net.suberic.pooka.gui,ResponseWrapper,,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0.8,1,24196,68127,31,0,0,6,3,497,813,0,0,0,8,36,1562,3762,0,1857,4551,6,0,28,6,0.2,0,6,0,0,other,0,0,0,3,0,0,0,1,0,0,0,0,7,7,0,3,1,0,0,0,0,6,0,0,package
feature-envy,pooka-3.0-080505,net.suberic.pooka.gui.search,SearchEntryPanel,setEnabled(boolean),1.0,2.0,2.0,1.0,1.0,11.0,1.0,1.0,2.0,10.0,2.0,0.0,3.0,0.0,21.0,0.17647058823529413,2.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.8181818181818100,2.2142857142857100,12.0,4.0,15.0,5.0,8.0,0.8601398601398601,261.0,903.0,68127.0,319.0,520.0,0.0,3.0,11.0,10.0,813.0,5.0,0.0,0.0,0.0,36.0,44.0,3762.0,11.0,52.0,4551.0,14.0,5.0,28.0,32.0,1.0,20.0,31.0,0.42857142857142855,0.0,other,0.0,0.0,0.0,7.0,5.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,14.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,9.0,8.0,0.0,public
long-method,pooka-3.0-080505,net.suberic.pooka.resource,JDBCResourceManager,createMailcap(String),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.4285714285714200,3.4285714285714200,3.0,11.0,16.0,2.0,11.0,0.0,151.0,473.0,68127.0,151.0,10.0,0.0,0.0,0.0,4.0,813.0,0.0,0.0,0.0,0.0,36.0,32.0,3762.0,7.0,32.0,4551.0,7.0,0.0,28.0,37.0,0.0,24.0,24.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,public
